"sub","letd_prp_log.sigma.2.0.mm.3D_glszm_LargeAreaLowGrayLevelEmphasis_235","letd_prp_logarithm_firstorder_Minimum_249","letd_prp_log.sigma.2.0.mm.3D_glcm_Imc2_250","letd_prp_wavelet.LLH_gldm_LargeDependenceLowGrayLevelEmphasis_239","letd_prp_wavelet.HLH_gldm_LargeDependenceLowGrayLevelEmphasis_250","letd_prp_gradient_glcm_Imc2_250.x","letd_prp_lbp.3D.k_glcm_Correlation_250","letd_prp_log.sigma.3.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_249","letd_prp_gradient_gldm_LargeDependenceLowGrayLevelEmphasis_243","letd_prp_logarithm_glszm_GrayLevelNonUniformity_231","letd_prp_original_shape_SurfaceVolumeRatio_250","letd_prp_wavelet.LLH_firstorder_Kurtosis_250","letd_prp_wavelet.LLH_glcm_Correlation_250.x","letd_prp_wavelet.LHL_firstorder_Skewness_250.x","letd_prp_wavelet.LHH_firstorder_Mean_250.x","letd_prp_wavelet.HLH_firstorder_Median_227","letd_prp_wavelet.HHL_firstorder_Median_229","letd_prp_wavelet.HHH_firstorder_Skewness_250","letd_prp_wavelet.HHH_glcm_ClusterShade_249","letd_prp_lbp.3D.k_firstorder_Kurtosis_250","letd_prp_wavelet.LHL_glszm_SmallAreaHighGrayLevelEmphasis_249","letd_prp_wavelet.HHL_firstorder_Kurtosis_250","letd_prp_wavelet.HHL_firstorder_Skewness_250","letd_prp_lbp.3D.m1_firstorder_Skewness_249.x","letd_prp_lbp.3D.m1_glcm_ClusterShade_249.x","letd_prp_lbp.3D.k_glcm_ClusterProminence_249.x","letd_prp_log.sigma.2.0.mm.3D_firstorder_Mean_248.x","letd_prp_lbp.3D.m1_firstorder_Kurtosis_248.x","letd_prp_lbp.3D.m2_firstorder_Range_247","letd_prp_lbp.3D.m1_glcm_JointEnergy_247","letd_prp_lbp.3D.k_gldm_LargeDependenceHighGrayLevelEmphasis_250","letd_prp_wavelet.LHL_glcm_Imc2_245","letd_prp_original_shape_Flatness_250","letd_prp_log.sigma.2.0.mm.3D_glcm_Correlation_250.x","letd_prp_wavelet.LHH_glcm_ClusterShade_232","letd_prp_wavelet.HHL_glcm_Correlation_250","letd_prp_wavelet.HHH_firstorder_Median_245","letd_prp_lbp.3D.k_glrlm_ShortRunLowGrayLevelEmphasis_250","letd_prp_wavelet.LHL_glszm_LargeAreaLowGrayLevelEmphasis_235","letd_prp_lbp.3D.m1_glrlm_LongRunHighGrayLevelEmphasis_235","letd_prp_wavelet.LHH_firstorder_Skewness_250","letd_prp_wavelet.LHH_glcm_Correlation_248","letd_prp_wavelet.HLL_firstorder_Skewness_250.x","letd_prp_wavelet.HLL_glcm_Correlation_250.x","letd_prp_log.sigma.4.0.mm.3D_glszm_LargeAreaLowGrayLevelEmphasis_250","letd_prp_wavelet.LHL_glcm_Correlation_250","letd_prp_wavelet.LHH_firstorder_Median_250","letd_prp_wavelet.HLH_firstorder_Kurtosis_250","letd_prp_gradient_firstorder_Minimum_245","letd_prp_wavelet.HLH_firstorder_Skewness_244","letd_prp_wavelet.HHH_firstorder_Mean_233","letd_prp_wavelet.HHH_glszm_LargeAreaLowGrayLevelEmphasis_226","letd_prp_original_firstorder_Minimum_250","letd_prp_lbp.3D.k_glszm_LargeAreaLowGrayLevelEmphasis_250","letd_prp_wavelet.HLL_glcm_JointEnergy_249","letd_prp_wavelet.LLH_glszm_LargeAreaLowGrayLevelEmphasis_249","letd_prp_log.sigma.4.0.mm.3D_glcm_Idmn_247","letd_prp_lbp.3D.m1_glcm_Correlation_245","letd_prp_gradient_glcm_JointEnergy_243","letd_prp_wavelet.LLH_glcm_MaximumProbability_241","letd_prp_wavelet.LLH_glcm_JointEntropy_230","letd_prp_wavelet.LHH_glcm_Imc1_248"
58325,-0.948896597049563,-0.361275460750486,-0.200903591257581,-0.620907491816575,-0.40849927526231,-0.540117810181498,0.218653029171239,-0.359534282913828,-0.296816573986048,0.941514783644289,-0.251949970125918,1.40105174409638,-0.260749994022003,-1.51065838663608,0.0900843867533334,-0.742175657268125,0.581082949887901,-0.126813935774628,0.0107099812356105,-0.0576947922758305,0.05817325863642,-0.380857464239054,0.332923617893448,-0.162085584131368,-0.232591026731627,-0.400818945622583,-0.161919664006909,-0.112545703071029,0.0322168032112874,-0.493305336144347,-0.406523940725836,-1.51728163055532,-2.09450994798636,0.141356831496174,1.38075846811175,0.545897321675951,0.0897998414904479,0.509313905641292,-0.583406195106413,-0.313728511698458,1.69039004240506,1.64367370811605,0.562229869880643,0.353596011887636,-0.818991818754544,0.980329792552278,-1.42946471430572,1.14233869102748,-0.945324198938968,1.07181591753317,0.511155614494321,-0.275951911089963,-0.292739786545417,2.01003435000551,-0.299081381224348,-0.672818783214972,1.36781016321983,0.955075416552784,-0.230805911593559,-0.662553887145576,2.01716914083309,0.255196936731685
92173,-0.785324785802182,0.278866597714741,-0.177989597725216,-0.488171500740895,0.0968897810814994,0.0141308070957544,-0.168475804954431,-0.376626030952008,-0.269695449000301,0.727451879377075,-0.429994644341189,-0.248121234131922,1.06957903954899,-0.0649681404793509,0.0493623526073416,0.439315212686142,0.187841296523866,-0.935437547222241,-0.195616749015112,0.464039825383639,0.358138254324684,0.47231315223353,0.0185927126730144,-0.396305324944294,-0.486003461692599,-0.0926110604242339,0.248546983591799,0.271494705422864,0.254605910108967,0.168295383113985,1.59922039755833,-0.802111694552178,0.443166114885667,-0.375284456490125,-0.12701467830095,-0.303375883645692,-0.285856052366045,-0.867837555025582,-0.55224216943068,0.952452549250882,-0.0212641974035594,-0.537300268984479,1.07076802044583,-0.112810119664763,-0.784699789328402,-1.07710955257308,0.135698931750785,-0.274369362818652,-0.961283539449672,-0.283650507230504,-0.249601136071953,-0.125697497901934,-0.60068895128373,0.125728494183858,-0.0492166206646068,-0.500001193667133,1.00690349798931,-0.170528041057143,-0.480960989982659,-0.0134949899607415,0.386117761452467,0.15231700018371
215131,-0.215134012222449,-0.382663187840733,-0.0654780841427337,-0.241348779861057,-0.119545694559875,0.290501881125015,-0.504144487452146,-0.0547269812629391,-0.305138721163322,-0.437517514204212,-0.148454816013063,1.39506257790344,-0.31421808312913,0.270962023296218,-0.315779962873137,0.0190301879668694,-0.593469633483206,0.709757593063755,0.156570121976138,1.12130727346279,-0.664485082999735,-0.920738643072171,-0.875266939557356,-2.66893541625873,-0.0540188227828579,-0.716956859562101,0.235988295934122,2.83011285862324,-0.744371867928721,1.42205907299872,-0.419862749445712,-1.30423967918706,0.113352690584485,-0.0184907269400237,-0.183845153053238,0.836623146103294,-0.285742129451841,0.956327480487184,0.40233108594442,0.753775313829688,0.323080065440996,-0.484309425249409,0.078661248077641,-0.0952313178495198,5.78077607678959,0.589611351184585,-0.148999511945019,0.360181221680961,-0.15308199685105,-2.48999679297308,1.08499954158839,0.422357838826071,-0.178479833928522,1.7328529710304,0.0130471518241118,-0.174278008904401,-0.660335353511463,0.0314164286701117,0.0277190509947158,-0.0443479364448312,-0.887867378377648,1.09306769148942
277752,2.22507135990347,1.40309110586961,0.551661418784928,0.674446057343498,0.117541360360278,0.69671530931833,0.514979800833068,0.450882439762967,-0.316256256237346,-1.02946173027165,0.220389110261293,-0.671441745766884,0.944178460097496,0.974665967293369,2.41897528544105,2.75077177733167,0.552529476592806,0.48970402432606,0.11976495627422,-0.983195001059176,-0.658984805217594,-0.805063804580619,-0.0546780746706207,-0.14146507578323,0.23063763097039,-0.768515905048084,-1.53123088167577,-1.04954518380541,-0.466016313386612,-0.0250109308606566,-0.725742966246236,0.88983466056897,2.45100202265401,-0.268564201653488,0.0664181219759934,-2.05019233790711,-4.48127139045821,0.274126195892795,1.43170902338871,-1.74438416677089,0.518802109815165,0.490225871565037,0.537843574968142,-0.693184268543363,1.20090714773788,-0.664752183804972,3.3852719143854,-0.870733834291293,0.66453277324349,0.360259719061734,-0.518522584965113,-0.403322730368563,3.4275349713033,-0.642841511983693,1.28653163965003,0.592061281302276,0.213504763136018,-0.329896786767794,1.4903269506109,-0.50050498775393,-1.47972524438605,-1.37677630524717
308862,0.0136840944366759,0.829299663647433,0.333080116291321,-0.338727760930324,-0.125561259776998,0.690287616026737,-0.632842168355083,-0.112253235055981,-0.286761459541617,-0.653465951058525,0.0478104084662929,1.31349314240567,-1.4878274148583,1.09527315838982,-0.428430334567583,-1.05458468585305,0.479398768907137,-0.0621472233241019,0.189363703426602,0.822394342434402,0.482466807194892,3.00531357808411,-1.40308963598562,-1.81278374569179,-0.700539949854881,-0.116321788953645,-0.742684097723106,1.40542720945995,0.416918281476438,0.336321268636626,0.444448004275776,0.815913557772211,0.625816226726678,0.641274049743844,5.50437413677689,-0.182992556029296,-0.1381183639631,0.730131549486576,-0.313602670152619,0.186202492531195,1.89226304304593,0.4694152696192,0.746541061890188,-0.535978357515676,-0.141553243607559,-1.57541711059445,-1.79370912956981,0.653113063395518,0.963707030324129,-1.22794339158673,0.267937843222653,-0.180623079342758,-0.122438583182341,1.81298638737838,0.378954369932564,-0.384207400805737,-0.932116968630869,0.905942764939606,0.132232584895373,-0.659230259036366,0.671498287712147,-2.52801893822193
923666,-0.701523571920804,-0.255218655231564,0.256038953231182,-0.519471784671127,-0.303790521532408,0.551676017312035,-0.604216602948096,-0.290949084577649,-0.270031795832908,0.0225316896270252,-0.266325782300851,0.0825539533837894,0.567082433438092,0.460962648237007,-0.311454270596417,0.78991087456622,0.308824278896992,-1.9030499067452,-0.233973904124457,0.664061211061092,0.770668625281065,2.34893599448945,-2.45492967995133,0.863473175679796,0.436226497360417,0.700981586361854,-0.26695372004428,-0.530549245747542,0.713965709520093,-0.987829320770471,1.44765419358149,0.796836662153139,-0.440633098488854,-1.06101369215134,4.06867731566991,0.512270235616988,-0.478821584437933,-1.00197513500657,-0.428344120027474,0.105859909682163,1.41926464892697,-0.699063177506346,1.93647066768579,-0.260176186312857,-0.523466260798412,-1.84050476065635,-0.5703220038521,1.04361282648728,-0.566530752724078,0.197644190060846,-0.466785680649,0.0470100512093393,-0.496061457503842,-0.378616019420649,0.432935272732082,-0.571673152058632,-0.0266705701387336,0.787077101956662,-0.360588038770835,-0.684560073888292,1.55277737929582,-1.68030938525884
965005,-0.641572891101339,0.747250880679479,0.279019728223828,-0.301940100487957,-0.105275969716579,0.182121359916085,-1.33887077572772,-0.0307081295679395,-0.284986930758427,-0.176516556076297,-0.280375144444016,-0.524625419529426,-0.548918264099817,0.393495263859689,0.126932167681387,0.307096635685775,0.364292692917599,0.400821967826194,0.17552612675939,-0.884606850810593,0.0815932580833535,-0.674757102716158,-0.713614320700595,0.678710728881446,-0.629824738072916,0.318431628901331,-0.349503672809401,-0.375473880027385,0.557834116996548,0.0798918289193354,-1.03918675979868,0.161341336811554,-0.789686409146876,1.3784564827884,-0.233150850844415,0.35770200560768,-0.259842762436571,1.0516552049862,-0.471600045516695,0.754778094403187,-0.864596185941677,-0.21348286545568,-0.8186335009015,-1.5409356210442,-0.468400878646417,-0.868882105480506,0.451586749078389,0.0486536381479184,-0.935547730454768,-1.00167550165533,0.043185367780678,-0.11160990378615,-0.0973747797097251,-0.946833104132771,-0.55418312856729,-0.258386549586984,0.128000744863275,-1.09654008348521,-0.90261506038575,0.433262586776697,-0.605952219453688,0.809199702096179
983079,0.949672453266008,1.07866368847377,0.552956063372999,0.138178307806541,0.0569516616596347,0.768659283004621,-1.00969392275759,0.115416491490953,-0.314880207201621,-0.997538428624579,-0.0800358934911302,0.0135242624768584,-0.931552836166691,-0.0281167108296563,-3.57402108350342,0.538263275538476,0.430707386552732,0.1582387250129,0.0796804092390667,1.23458247238497,-0.305899790818243,-0.659332906560612,-0.134645462094946,-0.440554898569643,-0.588412310054903,0.133576310640343,-0.998444464751518,-0.351121068118006,0.839512917052794,-0.0761425317446223,-0.954929736559141,0.74641864909893,1.29532511725848,1.43401760931616,-1.13849152130191,-0.277066536983297,1.3049221666837,0.303519537449349,0.22231401949148,-0.53231799696273,-1.68228933653579,-0.293798557156442,0.217212017830973,-0.41567772330841,0.381783567407745,-2.57418348039474,-1.83693743308312,-0.259370098025029,-0.222505356940144,0.818338275822814,3.28432272279438,-0.400259185815705,0.527633039993213,-0.804837387169345,0.634730625583296,0.0555937889560671,-0.146385639096931,-0.654144043747882,0.0714660070762002,-0.639391973177127,-0.360506874041104,-1.81883709585502
1085983,-0.223917744774406,-0.403986165190449,-3.21642161896751,3.35905293122242,3.15081728646845,0.248094810410283,1.72453747912814,-0.208863848361814,2.46985286560659,-0.237110182118694,-0.188127279008228,-0.849372576306432,0.571294622302475,1.31685553089342,0.0459524738937646,0.513492496866983,0.246228115133409,0.54907517988547,0.118663831561396,1.87563860436846,-0.495245226511637,-0.622194905755973,-0.61825550136311,2.18119805627499,2.10621357742605,-0.247824704546451,2.30975270808095,0.42419999827599,0.197734002181778,0.624908555939386,0.575705639616001,-1.06952484154186,1.28773345349569,-2.14658125236132,-0.19262429779346,-1.34409363095425,-0.169410912906659,0.0276496797307143,1.89150490976364,1.1924646667598,-0.584286727884644,0.356957966766426,1.08504109076424,-1.60266980357191,-0.445157414134651,-0.179500891547417,0.21011627809026,-0.891797298795343,-1.05547481833945,-0.498336009993839,-0.216127783627797,1.71981380893556,-0.46655094538028,0.0223115177466707,4.44431128396605,9.57300901111058,-0.398436978522146,-1.66422971685462,3.77117971193022,5.32706778715615,-1.6779562237949,0.932571183424765
1125173,-0.647020737847149,0.563708401059556,0.174116669723674,-0.289884042331413,0.561084738685562,-0.495282540222569,-0.0553430638167946,-0.298579380378976,-0.304030521964915,0.734440013703409,-0.117840883505965,-0.824464404244081,1.60474222614,0.17555355520857,-0.242415641070221,0.986741975829877,0.274700611758926,0.65917070288832,0.165423286204593,-0.341755329772628,0.434545616827204,-0.34981984871597,-0.65922458948772,0.458052321301309,-0.653780722439674,0.565271442089131,-0.382885757590286,-0.386009266785903,0.461031485339605,2.09212481780498,0.557019402400439,-0.996967545080399,0.0020267008965909,1.20824642545355,-0.192340690400287,-0.385379710212559,-0.261888573399654,-1.00437127476474,-0.375071034206217,0.98656147279206,-0.454379672335399,-0.586076145411269,-0.0736967753887917,-1.59322175354144,-0.775953379050757,-1.90717878400003,-0.0878651760662964,-0.376657944601706,-1.00546698064499,-0.204590001923327,0.115164033684198,1.66424617116775,-0.719144784346442,-0.813182923566209,-0.471550812506231,0.611389929656087,0.337441664473263,-1.52002308748897,-1.13035603187047,1.14595446069347,-0.041223871288275,0.747708738286314
